time,target,value
DEF,1,StationToStationAgent/0/implFeed
DEF,2,StationToStationAgent/0/distanceToTarget
DEF,3,StationToStationAgent/0/force
DEF,4,StationToStationAgent/0/segmentId
DEF,5,StationToStationAgent/0/velocity
DEF,6,StationToStationAgent/0/velocity(target)
DEF,7,StationToStationAgent/0/debug
248,7,0.023136998
249,2,2128.7449
249,3,12271.118
249,4,14
249,6,69.44444
249,5,69.38309
249,7,0.91349363
250,2,2059.3555
250,3,9817.505
250,4,14
250,6,69.44444
250,5,69.395355
250,7,0.8011832
251,2,1989.9553
251,3,7853.6987
251,4,14
251,6,69.44444
251,5,69.405174
251,7,0.68885493
252,2,1920.5461
252,3,6285.095
252,4,14
252,6,69.44444
252,5,69.41302
252,7,0.57651234
253,2,1851.13
253,3,5029.297
253,4,14
253,6,69.44444
253,5,69.4193
253,7,0.46415833
254,2,1781.7083
254,3,4023.7427
254,4,14
254,6,69.44444
254,5,69.424324
254,7,0.35179517
255,2,1712.282
255,3,3221.1304
255,4,14
255,6,69.44444
255,5,69.42834
255,7,0.23942469
256,2,1642.8519
256,3,2577.2095
256,4,14
256,6,69.44444
256,5,69.43156
256,7,0.12704836
257,2,1573.4191
257,3,2061.4624
257,4,14
257,6,69.44444
257,5,69.434135
257,7,0.014667341
258,2,1503.984
258,3,1649.4751
258,4,13
258,6,69.44444
258,5,69.436195
258,7,0.87383145
259,2,1434.547
259,3,1319.8853
259,4,13
259,6,69.44444
259,5,69.43784
259,7,0.72872114
260,2,1365.1084
260,3,1055.9082
260,4,13
260,6,69.44444
260,5,69.43916
260,7,0.58360773
261,2,1295.6687
261,3,845.3369
261,4,13
261,6,69.44444
261,5,69.440216
261,7,0.43849188
262,2,1226.2281
262,3,675.96436
262,4,13
262,6,69.44444
262,5,69.44106
262,7,0.29337403
263,2,1156.7867
263,3,540.16113
263,4,13
263,6,69.44444
263,5,69.44174
263,7,0.14825459
264,2,1087.3447
264,3,431.82373
264,4,13
264,6,69.44444
264,5,69.44228
264,7,0.0031338625
265,2,1017.9023
265,3,344.84863
265,4,12
265,6,69.44444
265,5,69.44272
265,7,0.8175262
266,2,948.4594
266,3,-610180.7
266,4,12
266,6,66.39216
266,5,69.44306
266,7,0.63102394
267,2,879.3215
267,3,-1456075.2
267,4,12
267,6,61.5525
267,5,68.83288
267,7,0.4453406
268,2,811.21655
268,3,-2000000
268,4,12
268,6,56.78516
268,5,67.3768
268,7,0.26243192
269,2,744.83984
269,3,-2000000
269,4,12
269,6,52.13879
269,5,65.3768
269,7,0.08416423
270,2,680.46313
270,3,-2000000
270,4,11
270,6,47.63242
270,5,63.3768
270,7,0.8854435
271,2,618.08636
271,3,-2000000
271,4,11
271,6,43.266045
271,5,61.376797
271,7,0.66916245
272,2,557.70953
272,3,-2000000
272,4,11
272,6,39.03967
272,5,59.376793
272,7,0.45981607
273,2,499.33276
273,3,-2000000
273,4,11
273,6,34.953293
273,5,57.376793
273,7,0.25740436
274,2,442.95596
274,3,-2000000
274,4,11
274,6,31.006918
274,5,55.376793
274,7,0.061927322
275,2,388.57913
275,3,-2000000
275,4,10
275,6,27.200539
275,5,53.376793
275,7,0.8416675
276,2,336.20233
276,3,-2000000
276,4,10
276,6,23.534163
276,5,51.376793
276,7,0.61456645
277,2,285.82556
277,3,-2000000
277,4,10
277,6,20.00779
277,5,49.376797
277,7,0.3961372
278,2,237.44876
278,3,-2000000
278,4,10
278,6,16.621414
278,5,47.376797
278,7,0.18637979
279,1,"Plan exhausted"
279,2,nan
279,3,-2000000
279,4,9
279,6,0
279,5,45.3768
279,7,0.9011596
280,2,nan
280,3,-2000000
280,4,8
280,6,0
280,5,43.376797
280,7,0.78805983
281,2,nan
281,3,-2000000
281,4,8
281,6,0
281,5,41.376797
281,7,0.120511115
282,2,nan
282,3,-2000000
282,4,7
282,6,0
282,5,39.376797
282,7,0.4658795
283,2,nan
283,3,-2000000
283,4,6
283,6,0
283,5,37.376797
283,7,0.7856271
284,2,nan
284,3,-2000000
284,4,5
284,6,0
284,5,35.376797
284,7,0.9954544
285,2,nan
285,3,-2000000
285,4,5
285,6,0
285,5,33.3768
285,7,0.5448686
286,2,nan
286,3,-2000000
286,4,5
286,6,0
286,5,31.3768
286,7,0.12049731
287,1,"Set goal: station Ferney-Voltaire, 5526 m away"
287,2,5496.064
287,3,1000000
287,4,5
287,6,69.44444
287,5,29.3768
287,7,0.39815676
288,2,5466.1875
288,3,1000000
288,4,5
288,6,69.44444
288,5,30.3768
288,7,0.7897599
289,2,5465.687
289,3,1000000
289,4,6
289,6,69.44444
289,5,31.3768
289,7,0.32351422
290,2,5433.8105
290,3,1000000
290,4,7
290,6,69.44444
290,5,32.376797
290,7,0.013908228
291,2,5400.9336
291,3,1000000
291,4,7
291,6,69.44444
291,5,33.376797
291,7,0.55047995
292,2,5367.0566
292,3,1000000
292,4,8
292,6,69.44444
292,5,34.376797
292,7,0.09977479
293,2,5332.18
293,3,1000000
293,4,8
293,6,69.44444
293,5,35.376797
293,7,0.6491783
294,2,5296.303
294,3,1000000
294,4,9
294,6,69.44444
294,5,36.3768
294,7,0.3965183
295,2,5259.4263
295,3,1000000
295,4,10
295,6,69.44444
295,5,37.3768
295,7,0.07010645
296,2,5221.55
296,3,1000000
296,4,10
296,6,69.44444
296,5,38.3768
296,7,0.23433684
297,2,5182.673
297,3,1000000
297,4,10
297,6,69.44444
297,5,39.376797
297,7,0.40290314
298,2,5142.796
298,3,1000000
298,4,10
298,6,69.44444
298,5,40.376797
298,7,0.5758053
299,2,5101.9194
299,3,1000000
299,4,10
299,6,69.44444
299,5,41.376797
299,7,0.7530434
300,2,5060.0425
300,3,1000000
300,4,10
300,6,69.44444
300,5,42.376797
300,7,0.9346174
301,2,5017.166
301,3,1000000
301,4,11
301,6,69.44444
301,5,43.376793
301,7,0.09638305
302,2,4973.289
302,3,1000000
302,4,11
302,6,69.44444
302,5,44.376793
302,7,0.24851844
303,2,4928.412
303,3,1000000
303,4,11
303,6,69.44444
303,5,45.376793
303,7,0.40412116
304,2,4882.5356
304,3,1000000
304,4,11
304,6,69.44444
304,5,46.37679
304,7,0.56319124
305,2,4835.6587
305,3,1000000
305,4,11
305,6,69.44444
305,5,47.37679
305,7,0.72572863
306,2,4787.7817
306,3,1000000
306,4,11
306,6,69.44444
306,5,48.37679
306,7,0.89173335
307,2,4738.9053
307,3,1000000
307,4,12
307,6,69.44444
307,5,49.37679
307,7,0.047407884
308,2,4689.0283
308,3,1000000
308,4,12
308,6,69.44444
308,5,50.37679
308,7,0.18136162
309,2,4638.1514
309,3,1000000
309,4,12
309,6,69.44444
309,5,51.376785
309,7,0.31800103
310,2,4586.275
310,3,1000000
310,4,12
310,6,69.44444
310,5,52.376785
310,7,0.45732614
311,2,4533.398
311,3,1000000
311,4,12
311,6,69.44444
311,5,53.376785
311,7,0.5993369
312,2,4479.521
312,3,1000000
312,4,12
312,6,69.44444
312,5,54.376785
312,7,0.7440334
313,2,4424.6445
313,3,1000000
313,4,12
313,6,69.44444
313,5,55.37678
313,7,0.8914156
314,2,4368.7676
314,3,1000000
314,4,13
314,6,69.44444
314,5,56.376778
314,7,0.032279424
315,2,4311.891
315,3,1000000
315,4,13
315,6,69.44444
315,5,57.376778
315,7,0.15114117
316,2,4254.014
316,3,1000000
316,4,13
316,6,69.44444
316,5,58.376774
316,7,0.27209273
317,2,4195.137
317,3,1000000
317,4,13
317,6,69.44444
317,5,59.376774
317,7,0.3951341
318,2,4135.2607
318,3,1000000
318,4,13
318,6,69.44444
318,5,60.376774
318,7,0.5202653
319,2,4074.3838
319,3,1000000
319,4,13
319,6,69.44444
319,5,61.37677
319,7,0.64748627
320,2,4012.507
320,3,1000000
320,4,13
320,6,69.44444
320,5,62.376766
320,7,0.77679706
321,2,3949.6304
321,3,1000000
321,4,13
321,6,69.44444
321,5,63.376766
321,7,0.90819764
322,2,3885.7534
322,3,1000000
322,4,14
322,6,69.44444
322,5,64.37677
322,7,0.032287356
323,2,3820.8767
323,3,813534.56
323,4,14
323,6,69.44444
323,5,65.37677
323,7,0.1372941
324,2,3755.093
324,3,650827
324,4,14
324,6,69.44444
324,5,66.19031
324,7,0.2437685
325,2,3688.5774
325,3,520661.94
325,4,14
325,6,69.44444
325,5,66.84113
325,7,0.35142797
326,2,3621.476
326,3,416529.84
326,4,14
326,6,69.44444
326,5,67.36179
326,7,0.4600355
327,2,3553.9058
327,3,333224.5
327,4,14
327,6,69.44444
327,5,67.77832
327,7,0.5694015
328,2,3485.961
328,3,266580.2
328,4,14
328,6,69.44444
328,5,68.11154
328,7,0.6793742
329,2,3417.716
329,3,213264.47
329,4,14
329,6,69.44444
329,5,68.37812
329,7,0.78983235
330,2,3349.2314
330,3,170611.58
330,4,14
330,6,69.44444
330,5,68.591385
330,7,0.9006788
331,2,3280.5544
331,3,136489.88
331,4,15
331,6,69.44444
331,5,68.76199
331,7,0.010621811
332,2,3211.7244
332,3,109191.89
332,4,15
332,6,69.44444
332,5,68.89848
332,7,0.11059946
333,2,3142.7712
333,3,87353.516
333,4,15
333,6,69.44444
333,5,69.007675
333,7,0.21075553
334,2,3073.72
334,3,69882.2
334,4,15
334,6,69.44444
334,5,69.09503
334,7,0.31105435
335,2,3004.5898
335,3,55905.152
335,4,15
335,6,69.44444
335,5,69.16492
335,7,0.41146737
336,2,2935.397
336,3,44723.51
336,4,15
336,6,69.44444
336,5,69.220825
336,7,0.5119718
337,2,2866.1538
337,3,35778.81
337,4,15
337,6,69.44444
337,5,69.26555
337,7,0.61254925
338,2,2796.8704
338,3,28622.438
338,4,15
338,6,69.44444
338,5,69.30133
338,7,0.7131852
339,2,2727.5547
339,3,22897.34
339,4,15
339,6,69.44444
339,5,69.329956
339,7,0.8138679
340,2,2658.2134
340,3,18318.176
340,4,15
340,6,69.44444
340,5,69.35285
340,7,0.91458803
341,2,2588.8513
341,3,14654.541
341,4,16
341,6,69.44444
341,5,69.37117
341,7,0.01956264
342,2,2519.473
342,3,11721.802
342,4,16
342,6,69.44444
342,5,69.38583
342,7,0.14809264
343,2,2450.081
343,3,9378.052
343,4,16
343,6,69.44444
343,5,69.39755
343,7,0.2766471
344,2,2380.679
344,3,7502.7466
344,4,16
344,6,69.44444
344,5,69.40693
344,7,0.40522107
345,2,2311.268
345,3,6002.8076
345,4,16
345,6,69.44444
345,5,69.41443
345,7,0.5338107
346,2,2241.8508
346,3,4800.415
346,4,16
346,6,69.44444
346,5,69.42044
346,7,0.6624128
347,2,2172.428
347,3,3840.6372
347,4,16
347,6,69.44444
347,5,69.42524
347,7,0.791025
348,2,2103.0007
348,3,3073.12
348,4,16
348,6,69.44444
348,5,69.42908
348,7,0.91964513
349,2,2033.5702
349,3,2458.191
349,4,17
349,6,69.44444
349,5,69.43215
349,7,0.03332356
350,2,1964.1367
350,3,1966.8579
350,4,17
350,6,69.44444
350,5,69.43461
350,7,0.12212229
351,2,1894.7012
351,3,1573.1812
351,4,17
351,6,69.44444
351,5,69.43658
351,7,0.21092385
352,2,1825.2638
352,3,1258.8501
352,4,17
352,6,69.44444
352,5,69.43815
352,7,0.29972768
353,2,1755.825
353,3,1007.0801
353,4,17
353,6,69.44444
353,5,69.43941
353,7,0.38853332
354,2,1686.3851
354,3,805.66406
354,4,17
354,6,69.44444
354,5,69.440414
354,7,0.4773404
355,2,1616.9443
355,3,643.9209
355,4,17
355,6,69.44444
355,5,69.44122
355,7,0.56614864
356,2,1547.5027
356,3,515.7471
356,4,17
356,6,69.44444
356,5,69.441864
356,7,0.65495783
357,2,1478.0605
357,3,411.9873
357,4,17
357,6,69.44444
357,5,69.44238
357,7,0.74376774
358,2,1408.618
358,3,329.58984
358,4,17
358,6,69.44444
358,5,69.442795
358,7,0.83257824
359,2,1339.175
359,3,263.97705
359,4,17
359,6,69.44444
359,5,69.44312
359,7,0.9213892
360,2,1269.7319
360,3,209.04541
360,4,18
360,6,69.44444
360,5,69.4434
360,7,0.010463286
361,2,1200.2885
361,3,166.3208
361,4,18
361,6,69.44444
361,5,69.44361
361,7,0.10156225
362,2,1130.8448
362,3,132.75146
362,4,18
362,6,69.44444
362,5,69.44378
362,7,0.19266146
363,2,1061.401
363,3,105.285645
363,4,18
363,6,69.44444
363,5,69.44392
363,7,0.28376088
364,2,991.957
364,3,-1408.3862
364,4,18
364,6,69.43699
364,5,69.44403
364,7,0.37486047
365,2,922.5137
365,3,-973333.75
365,4,18
365,6,64.57596
365,5,69.44263
365,7,0.4659592
366,2,853.5577
366,3,-1744052.1
366,4,18
366,6,59.74904
366,5,68.4693
366,7,0.5564186
367,2,785.96045
367,3,-2000000
367,4,18
367,6,55.01723
367,5,66.72526
367,7,0.6450956
368,2,720.23517
368,3,-2000000
368,4,18
368,6,50.416462
368,5,64.72526
368,7,0.7313168
369,2,656.5099
369,3,-2000000
369,4,18
369,6,45.955692
369,5,62.72526
369,7,0.81491435
370,2,594.7846
370,3,-2000000
370,4,18
370,6,41.634922
370,5,60.72526
370,7,0.8958882
371,2,535.0593
371,3,-2000000
371,4,18
371,6,37.45415
371,5,58.725266
371,7,0.9742384
372,1,"Plan exhausted"
372,2,nan
372,3,-2000000
372,4,19
372,6,0
372,5,56.725266
372,7,0.17549734
373,1,"Set goal: station Ferney-Voltaire, 934 m away"
373,2,840.0604
373,3,815792.06
373,4,19
373,6,58.80423
373,5,54.72527
373,7,0.43226463
374,2,784.92725
374,3,-119231.414
374,4,19
374,6,54.94491
374,5,55.541065
374,7,0.6863037
375,2,729.4458
375,3,-872125.25
375,4,19
375,6,51.061207
375,5,55.421833
375,7,0.9419475
376,2,768.2728
376,3,-154122.92
376,4,20
376,6,53.7791
376,5,54.549713
376,7,0.32215026
377,2,713.8002
377,3,-885916.9
377,4,20
377,6,49.96601
377,5,54.395596
377,7,0.73615545
378,2,659.84753
378,3,-1464069.4
378,4,21
378,6,46.189327
378,5,53.509674
378,7,0.1084623
379,2,607.06995
379,3,-1910141
379,4,21
379,6,42.494896
379,5,52.0456
379,7,0.40602857
380,2,555.9794
380,3,-2000000
380,4,21
380,6,38.918556
380,5,50.135456
380,7,0.6940827
381,2,506.84393
381,3,-2000000
381,4,21
381,6,35.479076
381,5,48.13545
381,7,0.97111386
382,2,459.7085
382,3,-2000000
382,4,22
382,6,32.179596
382,5,46.13545
382,7,0.40285566
383,2,414.57306
383,3,-2000000
383,4,22
383,6,29.020115
383,5,44.135452
383,7,0.8356615
384,2,371.4376
384,3,-2000000
384,4,23
384,6,26.000631
384,5,42.135452
384,7,0.24995238
385,2,330.30212
385,3,-2000000
385,4,23
385,6,23.12115
385,5,40.135452
385,7,0.6454513
386,2,291.16666
386,3,-2000000
386,4,24
386,6,20.381666
386,5,38.13545
386,7,0.032678317
387,2,254.03119
387,3,-2000000
387,4,24
387,6,17.782183
387,5,36.13545
387,7,0.5698266
388,2,218.89574
388,3,-2000000
388,4,25
388,6,15.322701
388,5,34.13545
388,7,0.066960305
389,2,185.76028
389,3,-2000000
389,4,25
389,6,13.00322
389,5,32.135445
389,7,0.47817305
390,2,154.62485
390,3,-2000000
390,4,25
390,6,10.823739
390,5,30.135445
390,7,0.8645656
391,2,125.48938
391,3,-2000000
391,4,26
391,6,8.784257
391,5,28.135445
391,7,0.20158343
392,2,98.353935
392,3,-2000000
392,4,26
392,6,6.8847756
392,5,26.135445
392,7,0.5017704
393,2,73.21849
393,3,-2000000
393,4,26
393,6,5.125294
393,5,24.135445
393,7,0.77983224
394,2,50.08306
394,3,-2000000
394,4,27
394,6,3.5058143
394,5,22.135447
394,7,0.023582757
395,2,28.947615
395,3,-2000000
395,4,27
395,6,2.026333
395,5,20.135447
395,7,0.17773645
396,2,9.812172
396,3,-2000000
396,4,27
396,6,0.68685204
396,5,18.135447
396,7,0.3173029
397,2,nan
397,3,-2000000
397,4,27
397,6,0
397,5,16.135447
397,7,0.44228217
398,1,"Set goal: station CERN Meyrin, 5448 m away"
398,2,5371.824
398,3,1000000
398,4,27
398,6,69.44444
398,5,14.135447
398,7,0.55267423
399,2,5357.1885
399,3,1000000
399,4,27
399,6,69.44444
399,5,15.135447
399,7,0.6594195
400,2,5341.553
400,3,1000000
400,4,27
400,6,69.44444
400,5,16.135447
400,7,0.7734583
401,2,5324.9175
401,3,1000000
401,4,27
401,6,69.44444
401,5,17.135448
401,7,0.89479077
402,2,5383.0576
402,3,1000000
402,4,28
402,6,69.44444
402,5,18.135448
402,7,0.02892384
403,2,5364.422
403,3,1000000
403,4,28
403,6,69.44444
403,5,19.135448
403,7,0.19680806
404,2,5344.7866
404,3,1000000
404,4,28
404,6,69.44444
404,5,20.135448
404,7,0.37370113
405,2,5324.1514
405,3,1000000
405,4,28
405,6,69.44444
405,5,21.135448
405,7,0.55960304
406,2,5302.5156
406,3,1000000
406,4,28
406,6,69.44444
406,5,22.135448
406,7,0.75451386
407,2,5279.8804
407,3,1000000
407,4,28
407,6,69.44444
407,5,23.135448
407,7,0.9584335
408,2,5256.2446
408,3,1000000
408,4,29
408,6,69.44444
408,5,24.135448
408,7,0.16478108
409,2,5231.6094
409,3,1000000
409,4,29
409,6,69.44444
409,5,25.135447
409,7,0.37819523
410,2,5205.9736
410,3,1000000
410,4,29
410,6,69.44444
410,5,26.135447
410,7,0.60027224
411,2,5179.3384
411,3,1000000
411,4,29
411,6,69.44444
411,5,27.135445
411,7,0.8310121
412,2,5151.7026
412,3,1000000
412,4,30
412,6,69.44444
412,5,28.135445
412,7,0.0674697
413,2,5123.0674
413,3,1000000
413,4,30
413,6,69.44444
413,5,29.135447
413,7,0.30515966
414,2,5093.4316
414,3,1000000
414,4,30
414,6,69.44444
414,5,30.135445
414,7,0.5511502
415,2,5062.7964
415,3,1000000
415,4,30
415,6,69.44444
415,5,31.135445
415,7,0.80544126
416,2,5031.161
416,3,1000000
416,4,31
416,6,69.44444
416,5,32.135445
416,7,0.096744336
417,2,4998.526
417,3,1000000
417,4,31
417,6,69.44444
417,5,33.135445
417,7,0.48195934
418,2,4964.89
418,3,1000000
418,4,31
418,6,69.44444
418,5,34.135445
418,7,0.8789779
419,2,4930.255
419,3,1000000
419,4,18
419,6,69.44444
419,5,35.13545
419,7,0.96801406
420,2,4894.619
420,3,1000000
420,4,18
420,6,69.44444
420,5,36.135452
420,7,0.92126596
421,2,4857.984
421,3,1000000
421,4,18
421,6,69.44444
421,5,37.135456
421,7,0.873206
422,2,4820.3486
422,3,1000000
422,4,18
422,6,69.44444
422,5,38.13546
422,7,0.82383424
423,2,4781.713
423,3,1000000
423,4,18
423,6,69.44444
423,5,39.135464
423,7,0.77315056
424,2,4742.0776
424,3,1000000
424,4,18
424,6,69.44444
424,5,40.135464
424,7,0.72115505
425,2,4701.442
425,3,1000000
425,4,18
425,6,69.44444
425,5,41.135468
425,7,0.6678477
426,2,4659.8066
426,3,1000000
426,4,18
426,6,69.44444
426,5,42.13547
426,7,0.6132285
427,2,4617.171
427,3,1000000
427,4,18
427,6,69.44444
427,5,43.135475
427,7,0.55729747
428,2,4573.5356
428,3,1000000
428,4,18
428,6,69.44444
428,5,44.13548
428,7,0.5000546
429,2,4528.9004
429,3,1000000
429,4,18
429,6,69.44444
429,5,45.135483
429,7,0.44149986
430,2,4483.2646
430,3,1000000
430,4,18
430,6,69.44444
430,5,46.135483
430,7,0.38163328
431,2,4436.6294
431,3,1000000
431,4,18
431,6,69.44444
431,5,47.135483
431,7,0.32045487
432,2,4388.9937
432,3,1000000
432,4,18
432,6,69.44444
432,5,48.135487
432,7,0.25796458
433,2,4340.3584
433,3,1000000
433,4,18
433,6,69.44444
433,5,49.13549
433,7,0.19416246
434,2,4290.7227
434,3,1000000
434,4,18
434,6,69.44444
434,5,50.135494
434,7,0.1290485
435,2,4240.0874
435,3,1000000
435,4,18
435,6,69.44444
435,5,51.135498
435,7,0.06262268
436,2,4188.4517
436,3,1000000
436,4,17
436,6,69.44444
436,5,52.135494
436,7,0.9950134
437,2,4135.816
437,3,1000000
437,4,17
437,6,69.44444
437,5,53.135494
437,7,0.9276976
438,2,4082.1804
438,3,1000000
438,4,17
438,6,69.44444
438,5,54.135494
438,7,0.85910285
439,2,4027.545
439,3,1000000
439,4,17
439,6,69.44444
439,5,55.135494
439,7,0.7892292
440,2,3971.9094
440,3,1000000
440,4,17
440,6,69.44444
440,5,56.135494
440,7,0.7180767
441,2,3915.274
441,3,1000000
441,4,17
441,6,69.44444
441,5,57.13549
441,7,0.64564526
442,2,3857.6387
442,3,1000000
442,4,17
442,6,69.44444
442,5,58.13549
442,7,0.57193494
443,2,3799.003
443,3,1000000
443,4,17
443,6,69.44444
443,5,59.13549
443,7,0.49694568
444,2,3739.3677
444,3,1000000
444,4,17
444,6,69.44444
444,5,60.13549
444,7,0.4206775
445,2,3678.732
445,3,1000000
445,4,17
445,6,69.44444
445,5,61.135487
445,7,0.34313047
446,2,3617.0967
446,3,1000000
446,4,17
446,6,69.44444
446,5,62.135487
446,7,0.26430452
447,2,3554.4612
447,3,1000000
447,4,17
447,6,69.44444
447,5,63.135487
447,7,0.18419966
448,2,3490.8257
448,3,1000000
448,4,17
448,6,69.44444
448,5,64.13548
448,7,0.102815896
449,2,3426.1902
449,3,861792
449,4,17
449,6,69.44444
449,5,65.13548
449,7,0.020153226
450,2,3360.624
450,3,689433.3
450,4,16
450,6,69.44444
450,5,65.99728
450,7,0.90772575
451,2,3294.282
451,3,551547.25
451,4,16
451,6,69.44444
451,5,66.68671
451,7,0.78482115
452,2,3227.3193
452,3,441236.88
452,4,16
452,6,69.44444
452,5,67.23826
452,7,0.660767
453,2,3159.8606
453,3,352989.2
453,4,16
453,6,69.44444
453,5,67.6795
453,7,0.5357933
454,2,3092.0046
454,3,282391.34
454,4,16
454,6,69.44444
454,5,68.032486
454,7,0.4100839
455,2,3023.831
455,3,225912.47
455,4,16
455,6,69.44444
455,5,68.31488
455,7,0.2837859
456,2,2955.403
456,3,180729.67
456,4,16
456,6,69.44444
456,5,68.540794
456,7,0.15701708
457,2,2886.772
457,3,144583.12
457,4,16
457,6,69.44444
457,5,68.72153
457,7,0.029871574
458,2,2817.978
458,3,115666.195
458,4,15
458,6,69.44444
458,5,68.86611
458,7,0.92349607
459,2,2749.0542
459,3,92532.35
459,4,15
459,6,69.44444
459,5,68.98178
459,7,0.8233823
460,2,2680.0261
460,3,74026.49
460,4,15
460,6,69.44444
460,5,69.07431
460,7,0.72311735
461,2,2610.9148
461,3,59220.887
461,4,15
461,6,69.44444
461,5,69.14834
461,7,0.62273145
462,2,2541.7368
462,3,47377.016
462,4,15
462,6,69.44444
462,5,69.20756
462,7,0.52224874
463,2,2472.5056
463,3,37901.305
463,4,15
463,6,69.44444
463,5,69.25494
463,7,0.42168862
464,2,2403.2317
464,3,30320.74
464,4,15
464,6,69.44444
464,5,69.29284
464,7,0.32106656
465,2,2333.9238
465,3,24256.896
465,4,15
465,6,69.44444
465,5,69.32316
465,7,0.22039495
466,2,2264.5884
466,3,19406.129
466,4,15
466,6,69.44444
466,5,69.34741
466,7,0.11968372
467,2,2195.2312
467,3,15524.292
467,4,15
467,6,69.44444
467,5,69.36682
467,7,0.018940773
468,2,2125.8567
468,3,12419.129
468,4,14
468,6,69.44444
468,5,69.38235
468,7,0.9088191
469,2,2056.4683
469,3,9934.998
469,4,14
469,6,69.44444
469,5,69.39477
469,7,0.79650974
470,2,1987.0685
470,3,7948.303
470,4,14
470,6,69.44444
470,5,69.4047
470,7,0.68418235
471,2,1917.6598
471,3,6358.3374
471,4,14
471,6,69.44444
471,5,69.41265
471,7,0.57184047
472,2,1848.2439
472,3,5087.2803
472,4,14
472,6,69.44444
472,5,69.41901
472,7,0.459487
473,2,1778.8224
473,3,4071.045
473,4,14
473,6,69.44444
473,5,69.42409
473,7,0.34712425
474,2,1709.3962
474,3,3256.2256
474,4,14
474,6,69.44444
474,5,69.42816
474,7,0.23475412
475,2,1639.9666
475,3,2604.6753
475,4,14
475,6,69.44444
475,5,69.43142
475,7,0.12237804
476,2,1570.5337
476,3,2085.8765
476,4,14
476,6,69.44444
476,5,69.43401
476,7,0.009997216
477,2,1501.0988
477,3,1669.3115
477,4,13
477,6,69.44444
477,5,69.4361
477,7,0.8678018
478,2,1431.6617
478,3,1335.144
478,4,13
478,6,69.44444
478,5,69.43777
478,7,0.72269166
479,2,1362.2234
479,3,1068.1152
479,4,13
479,6,69.44444
479,5,69.4391
479,7,0.5775784
480,2,1292.7837
480,3,854.4922
480,4,13
480,6,69.44444
480,5,69.44017
480,7,0.43246266
481,2,1223.3431
481,3,683.59375
481,4,13
481,6,69.44444
481,5,69.441025
481,7,0.2873449
482,2,1153.9017
482,3,546.26465
482,4,13
482,6,69.44444
482,5,69.44171
482,7,0.14222553
483,2,1084.4598
483,3,436.40137
483,4,12
483,6,69.44444
483,5,69.44226
483,7,0.99627936
484,2,1015.0174
484,3,349.42627
484,4,12
484,6,69.44444
484,5,69.442696
484,7,0.8097782
485,2,945.5745
485,3,-650564.56
485,4,12
485,6,66.190216
485,5,69.44304
485,7,0.623276
486,2,876.4568
486,3,-1488099.6
486,4,12
486,6,61.351974
486,5,68.79247
486,7,0.43764696
487,2,808.4083
487,3,-2000000
487,4,12
487,6,56.588585
487,5,67.304375
487,7,0.2548898
